********************************************************************************
product = Open Liberty 20.0.0.5 (wlp-1.0.40.cl200520200429-1655)
wlp.install.dir = /home/gui/devs/user/target/liberty/wlp/
java.home = /usr/lib/jvm/java-11-openjdk-amd64
java.version = 11.0.7
java.runtime = OpenJDK Runtime Environment (11.0.7+10-post-Ubuntu-3ubuntu1)
os = Linux (5.4.0-29-generic; amd64) (pt_BR)
process = 2735@gui-Aspire-A315-51
********************************************************************************
[17/05/2020 13:47:09:551 BRT] 00000045 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: Um arquivo de configuração para um plug-in de servidor da web foi automaticamente gerado para este servidor em /home/gui/devs/user/target/liberty/wlp/usr/servers/orion-user-service/logs/state/plugin-cfg.xml.
[17/05/2020 15:14:46:617 BRT] 00000e80 .apache.cxf.cxf.core.3.2:1.0.40.cl200520200429-1655(id=187)] I Setting the server's publish address to be /user/
[17/05/2020 15:14:46:676 BRT] 00000e80 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [orion-user-service] [/] [orion.user.OrionUserRestApplication]: Inicialização bem sucedida.
[17/05/2020 16:16:20:776 BRT] 00001844 SystemErr                                                    R SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
[17/05/2020 16:16:20:781 BRT] 00001844 SystemErr                                                    R SLF4J: Defaulting to no-operation (NOP) logger implementation
[17/05/2020 16:16:20:783 BRT] 00001844 SystemErr                                                    R SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
[17/05/2020 16:16:21:028 BRT] 00001844 m.ibm.ws.microprofile.opentracing.jaeger.JaegerTracerFactory I CWMOT1001I: Uma instância de JaegerTracer foi criada para o aplicativo orion-user-service. As informações de rastreio são enviadas para localhost:6831.
[17/05/2020 16:16:21:151 BRT] 00001844 eclipselink                                                  I CWWJP9990I: [eclipselink] EclipseLink, versão: Eclipse Persistence Services - 2.7.6.v20200131-b7c997804f
[17/05/2020 16:16:21:579 BRT] 00001844 com.ibm.ws.rsadapter.impl.DatabaseHelper                     I DSRA8203I: Nome do produto de banco de dados: MySQL
[17/05/2020 16:16:21:584 BRT] 00001844 com.ibm.ws.rsadapter.impl.DatabaseHelper                     I DSRA8204I: Versão do produto Banco de Dados: 8.0.20
[17/05/2020 16:16:21:584 BRT] 00001844 com.ibm.ws.rsadapter.impl.DatabaseHelper                     I DSRA8205I: Nome do driver JDBC: MySQL Connector/J
[17/05/2020 16:16:21:584 BRT] 00001844 com.ibm.ws.rsadapter.impl.DatabaseHelper                     I DSRA8206I: Versão do driver JDBC: mysql-connector-java-8.0.19 (Revision: a0ca826f5cdf51a98356fdfb1bf251eb042f80bf)
[17/05/2020 16:16:21:660 BRT] 00001844 eclipselink.connection                                       I CWWJP9990I: [eclipselink.connection] orion-user-service/file:/home/gui/devs/user/target/classes/_OrionUserDS login bem-sucedido
[17/05/2020 17:45:15:952 BRT] 00002627 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Aplicativo da Web removido (default_host): http://localhost:9081/
[17/05/2020 17:45:15:964 BRT] 00002627 com.ibm.ws.webcontainer.servlet                              I SRVE0253I: [orion-user-service] [/] [orion.user.OrionUserRestApplication]: Destruição bem sucedida.
[17/05/2020 17:45:15:975 BRT] 00002627 eclipselink.connection                                       I CWWJP9990I: [eclipselink.connection] orion-user-service/file:/home/gui/devs/user/target/classes/_OrionUserDS logout bem-sucedido
[17/05/2020 17:45:16:009 BRT] 00002627 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: O aplicativo orion-user-service foi interrompido com sucesso.
[17/05/2020 17:45:16:015 BRT] 00002627 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Iniciando o aplicativo orion-user-service.
[17/05/2020 17:45:16:015 BRT] 00002627 bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: O aplicativo orion-user-service está usando a definição de aplicativo indefinido no local /home/gui/devs/user/target/liberty/wlp/usr/servers/orion-user-service/apps/orion-user-service.war.xml.
[17/05/2020 17:45:16:069 BRT] 0000262d com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: Um arquivo de configuração para um plug-in de servidor da web foi automaticamente gerado para este servidor em /home/gui/devs/user/target/liberty/wlp/usr/servers/orion-user-service/logs/state/plugin-cfg.xml.
[17/05/2020 17:45:16:251 BRT] 00002627 com.ibm.ws.microprofile.openapi.ApplicationProcessor         I CWWKO1660I: O aplicativo orion-user-service foi processado e um documento OpenAPI foi produzido.
[17/05/2020 17:45:16:805 BRT] 00002627 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Carregando o Módulo da Web: orion-user-service.
[17/05/2020 17:45:16:806 BRT] 00002627 com.ibm.ws.webcontainer                                      I SRVE0250I: O Módulo da Web orion-user-service foi ligado ao default_host.
